File Name	File Extension	File Size	MD5	SHA-256	Path
SearchFilterHo_1720_IMM32.dll_3fccea60_7fefe0e0000	dll	167.42 KBs	bf6c2d4eb449729dbfdf90e856c5b65c	9c7f5dbf372baca76dbe0c0ce221dc4eca0a6610b08adc5daa36f948b9a5476a	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_IMM32.dll_3fccea60_7fefe0e0000
SearchFilterHo_1720_KERNELBASE.dll_3fccea60_7fefdcb0000	dll	419.84 KBs	a44b57a2e45a2621b462200161bf7089	5d804e797e3a68051cec63fe1fb0d543d8cebaa07274bf498b7aa1c3532bd28	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_KERNELBASE.dll_3fccea60_7fefdcb0000
SearchFilterHo_1720_LPK.dll_3fccea60_7fefe710000	dll	41.98 KBs	4806c0b8cbc819d3d48697d553bda88c	4a902aa122dcd51001c110c3ae90e38001548d25195f24909b89cce76ef49081	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_LPK.dll_3fccea60_7fefe710000
SearchFilterHo_1720_MSCTF.dll_3fccea60_7fefebc0000	dll	1.07 MBs	afd2d9bcf080d5e349bf2f3ce772098e	eb5a58ef403adf8fc7c1d63928c52e5a750252effb04434c2902e5a5841c1053	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_MSCTF.dll_3fccea60_7fefebc0000
SearchFilterHo_1720_MSSHooks.dll_3fccea60_7fefb2f0000	dll	14.85 KBs	445ff4b86795312b87d1c7e12abaea5e	eab42fd54eb9d8ccbcb891536135df5194a3424668d4f176ab2676f75720da2	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_MSSHooks.dll_3fccea60_7fefb2f0000
SearchFilterHo_1720_OLEAUT32.dll_3fccea60_7feffcc0000	dll	861.7 KBs	e123009349bd9e9f164f10826bb8e6e7	f79dd085e7dad206668d4528eac5af0b87ba64f8c7f369cad7b8fafaeee70f5f	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_OLEAUT32.dll_3fccea60_7feffcc0000
SearchFilterHo_1720_RPCRT4.dll_3fccea60_7fefdfb0000	dll	1.22 MBs	849ad58094ed4b98afacb4312e0fe9a9	5873d96a3d352d339d0baff7ca98f1bedf99b942085e004e191b8695d2f16e16	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_RPCRT4.dll_3fccea60_7fefdfb0000
SearchFilterHo_1720_RpcRtRemote.dll_3fccea60_7fefd8c0000	dll	65.54 KBs	fc8ea88dfd0b30ae7315a36bc1325b71	f729bc158e979c23d5e9e569b51e3326437b1d4615b01f14e211aaa891b005a6	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_RpcRtRemote.dll_3fccea60_7fefd8c0000
SearchFilterHo_1720_SHLWAPI.dll_3fccea60_7feffdf0000	dll	448.51 KBs	d9f5cedc71f62f7949051fbbf5446179	a37d802e27c2767efd65bbbf22a3a11571f3886c9febba824353bfe8f3537c42	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_SHLWAPI.dll_3fccea60_7feffdf0000
SearchFilterHo_1720_SXS.DLL_3fccea60_7fefd820000	dll	582.66 KBs	fbd083c9a6621581e430fd7ad97be8c5	749a930c4bd649ea0458472f5cd477a5a68bbbaea98fb7d29ad2ee371fdcca2b	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_SXS.DLL_3fccea60_7fefd820000
SearchFilterHo_1720_SearchFilterHost.exe_3fccea60_ffdd0000	exe	113.66 KBs	058c5e8a1c9eca8cf60f043090743ff1	8a391fd2f10c0aa6b2675660b1048c86c1eae4f8e40c297cba578a1ed4ba454b	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_SearchFilterHost.exe_3fccea60_ffdd0000
SearchFilterHo_1720_TQUERY.DLL_3fccea60_7fef7cb0000	dll	2.31 MBs	c775b3427d25f8335dfbe13114062859	595fbddca098a9c87733823ff03f923ff4fc3f5132a3f43a4ea063d56c6dc2f5	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_TQUERY.DLL_3fccea60_7fef7cb0000
SearchFilterHo_1720_USER32.dll_3fccea60_77b90000	dll	1.01 MBs	596d707caa079fc2c438116ad01d2682	a6db43866cbc8fe981efeb64d79816d9a2a04dff7a1ae4f344d7046e08ff1faf	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_USER32.dll_3fccea60_77b90000
SearchFilterHo_1720_USP10.dll_3fccea60_7fefe850000	dll	800.26 KBs	69b76dd06eea6fe5b07417b35726a56f	4796d18027c99f71e7a6afb2a78c1984de4fdbe8c08fc02b90e909d15cda64c	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_USP10.dll_3fccea60_7fefe850000
SearchFilterHo_1720_kernel32.dll_3fccea60_77a70000	dll	1.16 MBs	92c655048a0dd7479012393083dbfcf0	40b2a15777a60cf163a3d3e4ecdeb900aa0f99ce7fb023e17ea3a57ad30bb376	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_kernel32.dll_3fccea60_77a70000
SearchFilterHo_1720_mscoree.dll_3fccea60_7fef2cd0000	dll	438.78 KBs	f917222518f24bc2f034719b9630af3a	e35e0a439ba4624e50f326abe4e691b651ffd78df1a75949a114295b72dc6d81	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_mscoree.dll_3fccea60_7fef2cd0000
SearchFilterHo_1720_mssprxy.dll_3fccea60_7fef9800000	dll	100.35 KBs	79e40d1a3bf5342e758f2d750a4b2aed	55727dc9c798be750fec78d49b337dea39f2dd534b8968b4a1fea1c9534ff110	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_mssprxy.dll_3fccea60_7fef9800000
SearchFilterHo_1720_msvcrt.dll_3fccea60_7fefe7b0000	dll	634.88 KBs	fd9ceab0da83002453e50f87f412b523	d8ad6c339d6912d2af4025496b12e5162279040a42d80ed633bb2a4fd645bb54	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_msvcrt.dll_3fccea60_7fefe7b0000
SearchFilterHo_1720_ntdll.dll_3fccea60_77c90000	dll	1.71 MBs	f107f9041ad8fdcd4eb69e09fa7b429d	5ba8fdbfb41fc016f6df7fc3b8d33d077152d1ab6a851789387657c71a0c04f7	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_ntdll.dll_3fccea60_77c90000
SearchFilterHo_1720_ole32.dll_3fccea60_7fefe9a0000	dll	2.09 MBs	5fadf6a0932c248aae061dd3b9873a1d	3ae4c4a90538c82870905f8223d54cfcddcee670d6dfbc47ef0474456f7f0c5a	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_ole32.dll_3fccea60_7fefe9a0000
SearchFilterHo_1720_rsaenh.dll_3fccea60_7fefcf10000	dll	271.36 KBs	7a48f165814b044441b840f322a6cdd3	1fed69b8b5e58eda9752fb898779ac0250849e36360a39f2c1fcbec58a4824d7	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_rsaenh.dll_3fccea60_7fefcf10000
SearchFilterHo_1720_sechost.dll_3fccea60_7fefe720000	dll	113.66 KBs	382926432a613f023674d228c9ba011c	3405957e840869c99f88bece8cfcbeb8a9c5a21b7514a5e6cb927e3312b60047	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchFilterHo_1720_sechost.dll_3fccea60_7fefe720000
SearchIndexer._480_ADVAPI32.dll_3ef376f0_7fefe390000	dll	877.06 KBs	c218540a9f2243755a1d737a431ccb7b	9d44a3718b6c0f4ab4f82667fa15a17d825542aa3a7156a4160bd503ea9b7964	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_ADVAPI32.dll_3ef376f0_7fefe390000
SearchIndexer._480_ATL.DLL_3ef376f0_7fefb950000	dll	90.62 KBs	04ff0da217b8b65c00d8785ba33496d5	45e04a8274bbd740a1556a752521a78b81738fe02862df66ce9f6bbe782ea101	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_ATL.DLL_3ef376f0_7fefb950000
SearchIndexer._480_CFGMGR32.dll_3ef376f0_7fefded0000	dll	207.87 KBs	611a71fd8571f0e4d5d618d93c135114	21a0811955de346d83ea3339bf52e2253210ea08ebc04cc18b8c768b90b34f81	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_CFGMGR32.dll_3ef376f0_7fefded0000
SearchIndexer._480_CLBCatQ.DLL_3ef376f0_7fefe650000	dll	607.74 KBs	318a618b519e2ba246faea985fb4ba8e	413a66167532de0d2a69f6a0ec562211ce16ff0b6e329ce7d9c62ee4c233ecfa	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_CLBCatQ.DLL_3ef376f0_7fefe650000
SearchIndexer._480_CRYPT32.dll_3ef376f0_7fefdd20000	dll	1.46 MBs	0b54af21afe8491d19cf17ccf89af03d	3de9a1eb9276b932f3464b7440d2e6e35be6461f10a3cc40f13a03909e6b1a74	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_CRYPT32.dll_3ef376f0_7fefdd20000
SearchIndexer._480_CRYPTBASE.dll_3ef376f0_7fefd810000	dll	44.03 KBs	acaf364d23654f2f621532c919738656	74c2587a1f8394bcdd404918a831f44345d378465b8a44a3847931bea5d6ed58	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_CRYPTBASE.dll_3ef376f0_7fefd810000
SearchIndexer._480_CRYPTSP.dll_3ef376f0_7fefd1e0000	dll	79.87 KBs	263ae3ab7801793e55ae72c9ed95eec1	65625f5f8ab0c657e40064d7dd49c37e49d08d97c8c1e38afb3f98e4672bc5ee	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_CRYPTSP.dll_3ef376f0_7fefd1e0000
SearchIndexer._480_DEVOBJ.dll_3ef376f0_7fefdc90000	dll	93.18 KBs	cf7f8f0c023366ad813d6c6d535d6013	a35f14ec64894a4401a4c39079dbcdfefb5eb339f1c3e833cda917d7e7467c9a	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_DEVOBJ.dll_3ef376f0_7fefdc90000
SearchIndexer._480_ESENT.dll_3ef376f0_7fef8980000	dll	2.57 MBs	8b822a57d772341e1b4d1db58c69c505	d012950f972319c523186253a2a85865cf8ed406b9a7da7d3f2d150835958b37	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_ESENT.dll_3ef376f0_7fef8980000
SearchIndexer._480_ElsLad.dll_3ef376f0_7fef1ca0000	dll	647.68 KBs	3e1ebe05fd577d3a59558abfb4927fab	4bb12fda8989acc72ea2e1edc2ad684650ea1fcec9f61866db36e56648e4b78f	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_ElsLad.dll_3ef376f0_7fef1ca0000
SearchIndexer._480_GDI32.dll_3ef376f0_7fefe740000	dll	403.97 KBs	09f8fa458db2efd5ca73a1e25d7900e1	d69eade9bde3101d211cfb9933cc3b90d4d6681c7ef4ac88bfedffc7d311440e	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_GDI32.dll_3ef376f0_7fefe740000
SearchIndexer._480_IMM32.dll_3ef376f0_7fefe0e0000	dll	167.42 KBs	787bc2554e4cccb114d880d0613df018	25ebc17093af15d33967ef1f5d4650e2e4fde7970d62f19050567e79cc1b1fa1	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_IMM32.dll_3ef376f0_7fefe0e0000
SearchIndexer._480_KERNELBASE.dll_3ef376f0_7fefdcb0000	dll	419.84 KBs	c2a4dd5ece93693edea595170e52498c	292bee70e91bd74247c9ecb39bf3de6e7509a794c431b6fea466152f9b28c0f0	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_KERNELBASE.dll_3ef376f0_7fefdcb0000
SearchIndexer._480_LPK.dll_3ef376f0_7fefe710000	dll	41.98 KBs	19e7124173b17d9bc07bdb77abcf7348	beaf2306ba6e20f4e8a7a590fbb50ff23d23d5121624efc491cca019a055e7e9	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_LPK.dll_3ef376f0_7fefe710000
SearchIndexer._480_MSASN1.dll_3ef376f0_7fefdc80000	dll	46.59 KBs	10dd1b5be6c65193ab6af18f7798de8c	2af9bf738152c1b400a8403c138aeec881f8d72285ffd76a116623ca71f10bb4	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_MSASN1.dll_3ef376f0_7fefdc80000
SearchIndexer._480_MSCTF.dll_3ef376f0_7fefebc0000	dll	1.07 MBs	2aebaaa60769d95d0af5f2f2a488f1a5	1939e289c80fd647f5f2a8f7e50c665dbf2d2933ebb4d6b7ef7da945da3ee9a0	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_MSCTF.dll_3ef376f0_7fefebc0000
SearchIndexer._480_MSSRCH.DLL_3ef376f0_7fef79d0000	dll	2.22 MBs	8570e9cd95b0b95fa70effed020d4a55	790a43271f1bbd2f28610c5c45cd1ed1ba66d8187c762d2c6754cdbac8ea6dd8	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_MSSRCH.DLL_3ef376f0_7fef79d0000
SearchIndexer._480_Msidle.dll_3ef376f0_7fef64d0000	dll	11.26 KBs	d110531f201f74619c1117d9ff5ac9a9	24195036f36e8531b510034ec4a2dca00e072b459e7cb5af11b748e9ba26546f	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_Msidle.dll_3ef376f0_7fef64d0000
SearchIndexer._480_NLSData0000.dll_3ef376f0_7fef1b10000	dll	1.62 MBs	77d6c35857742b9dbde15ac0696b0141	302564ef0f8d461327d2590e823e8da89aec2cf349d9ee8370d60422fce35b72	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_NLSData0000.dll_3ef376f0_7fef1b10000
SearchIndexer._480_NLSData0009.dll_3ef376f0_7fef2e80000	dll	6.27 MBs	827baa210627fb9470712c44b7fc70c9	c9a780ff42e893fea14a67045b3441f8e3332f5f16d39215c48ba720e02949ed	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_NLSData0009.dll_3ef376f0_7fef2e80000
SearchIndexer._480_NLSLexicons0009.dll_3ef376f0_75620000	dll	2.63 MBs	16116b924d1b56c7f1fcef3de0537b35	b8ba707c3fccdbb397b026580b4b9fee93c718ddcecfc29a9fe0a613992a4a54	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_NLSLexicons0009.dll_3ef376f0_75620000
SearchIndexer._480_NaturalLanguage6.dll_3ef376f0_7fef3480000	dll	1.33 MBs	88b951fc7decb412dc7515903a80ebc0	3e4f7b242d52298c2626e029038ff6d927563eeb1ff3da3345ce50998a78f808	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_NaturalLanguage6.dll_3ef376f0_7fef3480000
SearchIndexer._480_OLEAUT32.dll_3ef376f0_7feffcc0000	dll	861.7 KBs	04635ed6b32a81b6b5bedcbff88ec634	837cb7e1dada15257ae76a369f2e825f581ddaff3494e78f2227f8cc11f369a5	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_OLEAUT32.dll_3ef376f0_7feffcc0000
SearchIndexer._480_RPCRT4.dll_3ef376f0_7fefdfb0000	dll	1.22 MBs	1db25ad42938b6b485ebdf88bac1eaec	69a8a0c50bb1daa03ac980a88ff7e38a920b500f16965693e335c2cc814b2eec	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_RPCRT4.dll_3ef376f0_7fefdfb0000
SearchIndexer._480_RpcRtRemote.dll_3ef376f0_7fefd8c0000	dll	65.54 KBs	87f5692b2fd881f9e8499f6ac2853f40	8534023da44a4ba6598af1881fb6444efa5d3bfbddedcc0db9a06741f982c944	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_RpcRtRemote.dll_3ef376f0_7fefd8c0000
SearchIndexer._480_SAMLIB.dll_3ef376f0_7fefdae0000	dll	107.01 KBs	da4bc09c6dbb551ff8653dd754779b71	7c4cf999064cf9c0fd289d59b5b46e96e364267c5b3d7cccd23f9bfc6167f9c8	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_SAMLIB.dll_3ef376f0_7fefdae0000
SearchIndexer._480_SETUPAPI.dll_3ef376f0_7fefe470000	dll	1.9 MBs	cc3fff55f5c278fd76554e7f176233d6	25118142053d97169909b80767745efecb8b13237e1e8fe5a07ce10f551d5e07	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_SETUPAPI.dll_3ef376f0_7fefe470000
SearchIndexer._480_SHELL32.dll_3ef376f0_7fefef30000	dll	14.17 MBs	b2018a51e2a382d3ef5bbd4d4750b07a	3df35664be2abad6d0b1e15ca0d40c27497c539bdfdab47d905ec326bb20c564	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_SHELL32.dll_3ef376f0_7fefef30000
SearchIndexer._480_SHLWAPI.dll_3ef376f0_7feffdf0000	dll	448.51 KBs	687835122ea452f7b5d11f42dbb556fd	a2b7c2c61dd981dc252d118feca7c9c39e703e8e3ad02beac1964c9434eddaeb	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_SHLWAPI.dll_3ef376f0_7feffdf0000
SearchIndexer._480_SSPICLI.DLL_3ef376f0_7fefd780000	dll	136.19 KBs	90df1f2e7980aac672881cd26f39d72e	cdf67f131653ac316a483f543d6f36840d4b3dd80a6362a65a4372dea3876d22	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_SSPICLI.DLL_3ef376f0_7fefd780000
SearchIndexer._480_SXS.DLL_3ef376f0_7fefd820000	dll	582.66 KBs	a8b61714c0cbe82fb32e1bcc0cde6807	df84fa972a79052dc9ce7ab632edcdf0cd59ba81313feacde817d936134065dd	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_SXS.DLL_3ef376f0_7fefd820000
SearchIndexer._480_SearchIndexer.exe_3ef376f0_ff3e0000	exe	593.41 KBs	01bdef52caefe607c7aa1815e0885007	b20ee34ecdc048501497ba5ca87589e16136d83cdbcab2920e197060085672c3	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_SearchIndexer.exe_3ef376f0_ff3e0000
SearchIndexer._480_TQUERY.DLL_3ef376f0_7fef7cb0000	dll	2.31 MBs	9f69f5c00908a1abf160e0a8e47e08fa	b50f55398340a880877a82e2e5748b761967c1bbb103aaa858999697da8bbde1	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_TQUERY.DLL_3ef376f0_7fef7cb0000
SearchIndexer._480_USER32.dll_3ef376f0_77b90000	dll	1.01 MBs	cf3b0ea4e6d7c43a9ab8ac772bcad7fd	668fa5fe9999deef5d6ec3c6babc09a6b5d1e7e4a9596dee7a35807a51463ab0	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_USER32.dll_3ef376f0_77b90000
SearchIndexer._480_USERENV.dll_3ef376f0_7fefdac0000	dll	109.06 KBs	fe4895792064386da08cd3dcb958d102	7a87e20598fc71cf2643b6dc89c84f91f52c239a00ec935ecca9d2c3dff8a244	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_USERENV.dll_3ef376f0_7fefdac0000
SearchIndexer._480_USP10.dll_3ef376f0_7fefe850000	dll	800.26 KBs	b126183325de7ed7f9b55848fc1a1f02	1d1730d651d4a0454e8e1087d740c952c70a2264519aa2320223ec3f7d0ef050	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_USP10.dll_3ef376f0_7fefe850000
SearchIndexer._480_VSSAPI.DLL_3ef376f0_7fefa0a0000	dll	1.75 MBs	bf5dfb94d04580227505ea251aa9bdff	5aff4c8bb954d8516a3320df087ef343a9100fbd6a62487518f62cf077a8c2d	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_VSSAPI.DLL_3ef376f0_7fefa0a0000
SearchIndexer._480_VssTrace.DLL_3ef376f0_7fefa080000	dll	76.8 KBs	30f05e12a4818ad9515810b248b1e02c	efe0d8126ee6b82eff8dffe43bb725a4fd433df4b354f69d947bc572551cae3a	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_VssTrace.DLL_3ef376f0_7fefa080000
SearchIndexer._480_WINSTA.dll_3ef376f0_7fefd8e0000	dll	235.01 KBs	9e9d56231590937253dec3750b530981	a33f5511b582945155eefb0db63792b603fd72945f520d8c365fe677130ef883	C:\xavier\xavier_framework\export\memory_analysis\2022_01_16_08_54_28\dlldump\SearchIndexer._480_WINSTA.dll_3ef376f0_7fefd8e0000
