#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: Magnet Virtual Summit 2020 CTF - Memory
# Investigation Date: 2022-01-17-2008:58
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.114
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-16-1019:29	 Last Accessed: 2022-01-17-1948:58	 Last Modified: 2021-02-28-2253:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\memdump.mem
# File Name: memdump.mem	 File Size: 5.37 GBs	 Creation Date: 2022-01-17-2008:08	 Last Accessed: 2022-01-17-2008:13	 Last Modified: 2021-10-14-2125:48	 
# MD5: 224f93209cbea29e862890f30dfa762d	 SHA-256: 18e9007993c45f813dd5bd23b6bf6ad703d3e6ac70effd9c47a310a8443c7b8a	 
#
# Plugin Details
# ======================
# Plugin Name: userhandles
# Plugin Description: Dump the USER handle tables
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\memdump.mem" userhandles --profile=Win7SP1x64
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
**************************************************
SharedInfo: 0xfffff96000385720, SessionId: 0 Shared delta: 0
aheList: 0xfffff900c0400000, Table size: 0x2000, Entry size: 0x18

Object(V)                      Handle bType                 Flags    Thread  Process
0xfffff900c0188280            0x1005f TYPE_CURSOR             0     -------- 364
0xfffff900c1ec0b90            0x30060 TYPE_WINDOW             0       364    364
0xfffff900c0186290            0x10061 TYPE_CURSOR             0     -------- 364
0xfffff900c1ec0d90            0x20062 TYPE_WINDOW             0       364    364
0xfffff900c018e330            0x10063 TYPE_CURSOR             0     -------- 364
0xfffff900c1e02050            0x10064 TYPE_WINDOW             0       1080   1080
0xfffff900c018e290            0x10065 TYPE_CURSOR             0     -------- 364
0xfffff900c1c026b0            0x10066 TYPE_WINDOW             0       1576   1576
0xfffff900c0192f70            0x10067 TYPE_CURSOR             0     -------- 364
0xfffff900c1c02830            0x10068 TYPE_INPUTCONTEXT       0       1576   1576
0xfffff900c01929a0            0x10069 TYPE_CURSOR             0     -------- 364
0xfffff900c01923d0            0x1006b TYPE_CURSOR             0     -------- 364
0xfffff900c0194b30            0x1006d TYPE_CURSOR             0     -------- 364
0xfffff900c1c02a70            0x1006e TYPE_WINDOW             0       1576   1576
0xfffff900c0194560            0x1006f TYPE_CURSOR             0     -------- 364
0xfffff900c1cc1160            0x10070 TYPE_INPUTCONTEXT       0       2032   2032
0xfffff900c01942e0            0x10071 TYPE_CURSOR             0     -------- 364
0xfffff900c01966f0            0x10073 TYPE_CURSOR             0     -------- 364
0xfffff900c0196470            0x10075 TYPE_CURSOR             0     -------- 364
0xfffff900c1e021a0            0x10076 TYPE_INPUTCONTEXT       0       980    980
0xfffff900c01988d0            0x10077 TYPE_CURSOR             0     -------- 364
0xfffff900c0198300            0x10079 TYPE_CURSOR             0     -------- 364
0xfffff900c0198260            0x1007b TYPE_CURSOR             0     -------- 364
0xfffff900c1c06410            0x2007c TYPE_WINDOW             0       1576   1576
0xfffff900c019a510            0x1007d TYPE_CURSOR             0     -------- 364
0xfffff900c1c03970            0x6007e TYPE_WINDOW             0       3440   3440
0xfffff900c019a290            0x1007f TYPE_CURSOR             0     -------- 364
0xfffff900c1c02f30           0x100080 TYPE_WINDOW             0       3440   3440
0xfffff900c06011d0            0x70081 TYPE_HOOK               0       408    408
0xfffff900c00c79b0            0x10083 TYPE_TIMER              0     -------- 364
0xfffff900c1c06930            0x20084 TYPE_WINDOW             0       112    112
0xfffff900c1c02cf0            0x20085 TYPE_INPUTCONTEXT       0       1576   1576
0xfffff900c0601310            0x10086 TYPE_INPUTCONTEXT       0       1304   1304
0xfffff900c1cc1240            0x10088 TYPE_INPUTCONTEXT       0       2108   2108
0xfffff900c1c010a0            0x30089 TYPE_INPUTCONTEXT       0       660    660
0xfffff900c1cc1510            0x1008a TYPE_WINDOW             0       2108   2108
0xfffff900c1c01110            0x1008b TYPE_INPUTCONTEXT       0       728    728
0xfffff900c1a93c30            0x1008c TYPE_CURSOR             0     -------- 2108
0xfffff900c1cc0fa0            0x1008d TYPE_INPUTCONTEXT       0       772    772
0xfffff900c1cc16d0            0x1008e TYPE_MENU               0     -------- 2108
0xfffff900c1c01180            0x1008f TYPE_INPUTCONTEXT       0       544    544
0xfffff900c1cc1770            0x10090 TYPE_MENU               0     -------- 2108
0xfffff900c1e00fa0            0x10091 TYPE_INPUTCONTEXT       0       860    860
0xfffff900c0601560            0x10092 TYPE_INPUTCONTEXT       0       1304   1304
0xfffff900c0601680            0x10094 TYPE_WINDOW             0       1304   1304
0xfffff900c1c01870            0x20095 TYPE_INPUTCONTEXT       0       936    936
0xfffff900c06017f0            0x10096 TYPE_WINDOW             0       1304   1304
0xfffff900c1e01080            0x10097 TYPE_INPUTCONTEXT       0       860    860
0xfffff900c1c06640           0x380099 TYPE_INPUTCONTEXT       0       112    112
0xfffff900c1c01260            0x1009b TYPE_INPUTCONTEXT       0       936    936
0xfffff900c0601c20            0x1009c TYPE_INPUTCONTEXT       0       1304   1304
0xfffff900c1e010f0            0x2009d TYPE_INPUTCONTEXT       0       980    980
0xfffff900c0601c70            0x1009e TYPE_WINDOW             0       1304   1304
0xfffff900c1c012d0            0x1009f TYPE_INPUTCONTEXT       0       936    936
0xfffff900c0601de0            0x100a0 TYPE_WINDOW             0       1304   1304
0xfffff900c1c01720            0x200a1 TYPE_INPUTCONTEXT       0       112    112
0xfffff900c1c01790            0x100a3 TYPE_INPUTCONTEXT       0       936    936
0xfffff900c1c03060           0x1b00a5 TYPE_INPUTCONTEXT       0       112    112
0xfffff900c0602050            0x100a6 TYPE_INPUTCONTEXT       0       1304   1304
0xfffff900c1e011d0            0x100a7 TYPE_INPUTCONTEXT       0       860    860
0xfffff900c06020a0            0x100a8 TYPE_WINDOW             0       1304   1304
0xfffff900c1c01800            0x200a9 TYPE_INPUTCONTEXT       0       112    112
0xfffff900c1c037e0            0x100aa TYPE_WINDOW             0       2216   2216
0xfffff900c1cc2240            0x100ab TYPE_INPUTCONTEXT       0       2108   2108
0xfffff900c1c03420            0x200ad TYPE_INPUTCONTEXT       0       112    112
0xfffff900c1c03490            0x100af TYPE_INPUTCONTEXT       0       2216   2216
0xfffff900c1c03500            0x100b3 TYPE_INPUTCONTEXT       0       2216   2216
0xfffff900c1acf2d0            0x100b5 TYPE_TIMER              0     -------- 2216
0xfffff900c1e00ff0            0x900b7 TYPE_INPUTCONTEXT       0       1332   1332
0xfffff900c1cc22b0            0x100b9 TYPE_INPUTCONTEXT       0       2324   2324
0xfffff900c1cc2320            0x100bb TYPE_INPUTCONTEXT       0       2324   2324
0xfffff900c1e022d0           0x1900bd TYPE_INPUTCONTEXT       0       980    980
0xfffff900c1ec0fa0            0x500bf TYPE_INPUTCONTEXT       0       1996   1996
0xfffff900c1c050a0            0x200c3 TYPE_HOOK               0       4056   4056
0xfffff900c1c02d90            0x800c7 TYPE_INPUTCONTEXT       0       3440   3440
0xfffff900c1c05130            0x200cb TYPE_HOOK               0       4056   4056
0xfffff900c1cc25c0            0x300cf TYPE_INPUTCONTEXT       0       2108   2108
0xfffff900c1c04fc0            0x200d3 TYPE_INPUTCONTEXT       0       660    660
0xfffff900c1c051c0            0x200d9 TYPE_HOOK               0       4056   4056
0xfffff900c1c04f00            0x400db TYPE_INPUTCONTEXT       0       4484   112
0xfffff900c1e027b0            0x300df TYPE_INPUTCONTEXT       0       112    1332
0xfffff900c01a3980            0x200e3 TYPE_TIMER              0     -------- 112
0xfffff900c1c04aa0            0x400e5 TYPE_HOOK               0       4056   4056
0xfffff900c1cc2550            0x200e7 TYPE_INPUTCONTEXT       0       2108   2108
0xfffff900c1e01940           0x2d00e9 TYPE_INPUTCONTEXT       0       1728   1728
0xfffff900c1c02d40            0x300eb TYPE_INPUTCONTEXT       0      724978  112
0xfffff900c1c02980            0x100f1 TYPE_INPUTCONTEXT       0       112    112
0xfffff900c1c04d50            0x100f3 TYPE_INPUTCONTEXT       0       112    112
0xfffff900c1c06540            0x200f5 TYPE_INPUTCONTEXT       0       112    112
0xfffff900c1c04a30            0xd00f7 TYPE_HOOK               0       4056   4056
0xfffff900c1c01d20            0xc00f9 TYPE_INPUTCONTEXT       0       3440   3440
0xfffff900c1c05010            0x500fb TYPE_HOOK               0       4056   4056
0xfffff900c1c04850           0x2800ff TYPE_INPUTCONTEXT       0       4056   4056
0xfffff900c1c023c0           0x240101 TYPE_INPUTCONTEXT       0       112    112
0xfffff900c1c04970           0x2b0105 TYPE_INPUTCONTEXT       0       936    936
0xfffff900c1e02320            0xb0109 TYPE_INPUTCONTEXT       0       1728   1728
0xfffff900c1c049e0            0x7010b TYPE_INPUTCONTEXT       0       112    112
0xfffff900c1c04f50            0x3010d TYPE_INPUTCONTEXT       0       112    112
0xfffff900c1c01a80            0x7010f TYPE_INPUTCONTEXT       0       4484   112
0xfffff900c1c02eb0            0x50111 TYPE_INPUTCONTEXT       0       112    112
0xfffff900c1c065d0            0xc0113 TYPE_INPUTCONTEXT       0       936    936
0xfffff900c1e02280            0x20115 TYPE_INPUTCONTEXT       0       2944   2944
0xfffff900c1e01160           0x2c0119 TYPE_INPUTCONTEXT       0       1728   1728
0xfffff900c1c04900            0x4011b TYPE_INPUTCONTEXT       0      82712   112
0xfffff900c1e021f0           0x14011d TYPE_INPUTCONTEXT       0       1332   1332
0xfffff900c1c046d0            0x6011f TYPE_INPUTCONTEXT       0       4484   112
0xfffff900c1cc11d0           0x120121 TYPE_INPUTCONTEXT       0       2108   2108
0xfffff900c1c047b0           0x180123 TYPE_INPUTCONTEXT       0       1092   1092
0xfffff900c1c04740           0x230125 TYPE_INPUTCONTEXT       0       1092   1092
0xfffff900c1c02330            0x20127 TYPE_INPUTCONTEXT       0       2580   2580
0xfffff900c1e02760            0xe0129 TYPE_INPUTCONTEXT       0       980    980
0xfffff900c1e02920           0x33012b TYPE_INPUTCONTEXT       0       980    980
0xfffff900c1c04650            0x2012d TYPE_INPUTCONTEXT       0       3440   3440
0xfffff900c1e02890            0xb0131 TYPE_INPUTCONTEXT       0       980    980
0xfffff900c1c03ae0            0x20133 TYPE_MENU               0     -------- 3440
0xfffff900c1c03b80            0x20135 TYPE_MENU               0     -------- 3440
0xfffff900c1b539f0            0x20137 TYPE_CURSOR             0     -------- 3440
0xfffff900c1c04da0            0xf0139 TYPE_INPUTCONTEXT       0       4484   112
0xfffff900c1c030d0            0x2013b TYPE_INPUTCONTEXT       0       3440   3440
**************************************************
SharedInfo: 0xfffff96000385720, SessionId: 1 Shared delta: 0
aheList: 0xfffff900c0400000, Table size: 0x7000, Entry size: 0x18

Object(V)                      Handle bType                 Flags    Thread  Process
------------------ ------------------ -------------------- -------- -------- -------
0xfffff900c05824b0            0x10001 TYPE_MONITOR            0     -------- -
0xfffff900c01c6c40            0x10002 TYPE_WINDOW             64      440    440
0xfffff900c0097e30            0x10003 TYPE_CURSOR             0     -------- 440
0xfffff900c03d0b90            0x10004 TYPE_WINDOW             0       440    440
0xfffff900c00b8380            0x10005 TYPE_CURSOR             0     -------- 440
0xfffff900c03d0e60            0x10006 TYPE_WINDOW             0       440    440
0xfffff900c00bd960            0x10007 TYPE_CURSOR             0     -------- 440
0xfffff900c03d1070            0x10008 TYPE_WINDOW             0       440    440
0xfffff900c00e8c20            0x10009 TYPE_CURSOR             0     -------- 440
0xfffff900c2500b90            0x1000a TYPE_WINDOW             0       440    440
0xfffff900c00e8af0            0x1000b TYPE_CURSOR             0     -------- 440
0xfffff900c2500d90            0x1000c TYPE_WINDOW             0       440    440
0xfffff900c00d4620            0x1000d TYPE_CURSOR             0     -------- 440
0xfffff900c2500fa0            0x1000e TYPE_WINDOW             0       440    440
0xfffff900c00bcc20            0x1000f TYPE_CURSOR             0     -------- 440
0xfffff900c0600b90            0x10010 TYPE_WINDOW             0       440    440
0xfffff900c00bb8d0            0x10011 TYPE_CURSOR             0     -------- 440
0xfffff900c0600d90            0x10012 TYPE_WINDOW             0       440    440
0xfffff900c00bcaf0            0x10013 TYPE_CURSOR             0     -------- 440
0xfffff900c0600fa0            0x10014 TYPE_WINDOW             0       440    440
0xfffff900c00bca50            0x10015 TYPE_CURSOR             0     -------- 440
0xfffff900c06122e0            0x20016 TYPE_WINDOW             0       2208   2208
0xfffff900c00e98d0            0x10017 TYPE_CURSOR             0     -------- 440
0xfffff900c0612740            0x20018 TYPE_WINDOW             0       2208   2208
0xfffff900c00e94e0            0x10019 TYPE_CURSOR             0     -------- 440
0xfffff900c0612960            0x2001a TYPE_WINDOW             0       2672   2672
0xfffff900c00e9440            0x1001b TYPE_CURSOR             0     -------- 440
0xfffff900c06121b0            0x2001c TYPE_WINDOW             0       2208   2208
0xfffff900c00e93a0            0x1001d TYPE_CURSOR             0     -------- 440
0xfffff900c0612d20            0x2001e TYPE_WINDOW             0       2672   2672
0xfffff900c00ea8d0            0x1001f TYPE_CURSOR             0     -------- 440
0xfffff900c0612ea0            0x20020 TYPE_WINDOW             0       2672   2672
0xfffff900c00ea4e0            0x10021 TYPE_CURSOR             0     -------- 440
0xfffff900c0612ba0            0x20022 TYPE_WINDOW             0       2672   2672
0xfffff900c00ea440            0x10023 TYPE_CURSOR             0     -------- 440
0xfffff900c06130b0            0x20024 TYPE_WINDOW             0       2672   2672
0xfffff900c00ec4e0            0x10025 TYPE_CURSOR             0     -------- 440
0xfffff900c0613210            0x30026 TYPE_WINDOW             0       2208   2208
0xfffff900c00ec260            0x10027 TYPE_CURSOR             0     -------- 440
0xfffff900c0601510            0x20028 TYPE_WINDOW             0       1396   1396
0xfffff900c00ed3f0            0x10029 TYPE_CURSOR             0     -------- 440
0xfffff900c1bc88a0            0x2002a TYPE_CURSOR             0     -------- 440
0xfffff900c00ef6f0            0x1002b TYPE_CURSOR             0     -------- 440
0xfffff900c1bd2730            0x1002c TYPE_CURSOR             0     -------- 440
0xfffff900c00ef470            0x1002d TYPE_CURSOR             0     -------- 440
0xfffff900c1f2d980            0x1002e TYPE_CURSOR             0     -------- 440
0xfffff900c00f18d0            0x1002f TYPE_CURSOR             0     -------- 440
0xfffff900c1f292c0            0x10030 TYPE_CURSOR             0     -------- 440
0xfffff900c00f1300            0x10031 TYPE_CURSOR             0     -------- 440
0xfffff900c1ffc780            0x10032 TYPE_CURSOR             0     -------- 440
0xfffff900c00f1260            0x10033 TYPE_CURSOR             0     -------- 440
0xfffff900c201d480            0x10034 TYPE_CURSOR             0     -------- 440
0xfffff900c00bb840            0x10035 TYPE_KBDFILE            0     -------- -
0xfffff900c210c960            0x10036 TYPE_CURSOR             0     -------- 440
0xfffff900c01caf80            0x10037 TYPE_KBDLAYOUT          0     -------- -
0xfffff900c1b62e80            0x10038 TYPE_CURSOR             0     -------- 440
0xfffff900c01cda40            0xb0039 TYPE_DEVICEINFO         0     -------- -
0xfffff900c1ba5d90            0x1003a TYPE_CURSOR             0     -------- 440
0xfffff900c01cd8b0            0x1003b TYPE_DEVICEINFO         0     -------- -
0xfffff900c0601690            0x1003c TYPE_WINDOW             0       1396   1396
0xfffff900c01cca30            0xb003d TYPE_DEVICEINFO         0     -------- -
0xfffff900c1ba6d90            0x1003e TYPE_CURSOR             0     -------- 440
0xfffff900c01cd6e0            0x1003f TYPE_DEVICEINFO         0     -------- -
0xfffff900c1ba7d90            0x10040 TYPE_CURSOR             0     -------- 440
0xfffff900c01cea60            0x10041 TYPE_TIMER              0     -------- 440
0xfffff900c1bb6630            0x10042 TYPE_CURSOR             0     -------- 440
0xfffff900c213e860            0x40043 TYPE_CURSOR             0     -------- 440
0xfffff900c0601c60            0x30044 TYPE_WINDOW             0       1396   1396
0xfffff900c2150a00            0x20045 TYPE_CURSOR             0     -------- 440
0xfffff900c0601df0            0x10046 TYPE_WINDOW             0       1396   1396
0xfffff900c2144f70            0x20047 TYPE_CURSOR             0     -------- 440
0xfffff900c0602060            0x10048 TYPE_WINDOW             0       1396   1396
0xfffff900c209d5b0            0x20049 TYPE_CURSOR             0     -------- 440
0xfffff900c06025d0            0x1004a TYPE_WINDOW             0       2852   2852
0xfffff900c2050620            0x2004b TYPE_CURSOR             0     -------- 440
0xfffff900c0602a20            0x2004c TYPE_WINDOW             0       1396   1396
0xfffff900c203f270            0x2004d TYPE_CURSOR             0     -------- 440
0xfffff900c0602b50            0x1004e TYPE_WINDOW             0       1396   1396
0xfffff900c1f4e6f0            0x2004f TYPE_CURSOR             0     -------- 440
0xfffff900c1f652c0            0x20051 TYPE_CURSOR             0     -------- 440
0xfffff900c0656580            0x70052 TYPE_WINDOW             0       2672   2672
0xfffff900c1be0f70            0x20053 TYPE_CURSOR             0     -------- 440
0xfffff900c06036d0            0x10054 TYPE_WINDOW             0       2672   2672
0xfffff900c1bbc630            0x20055 TYPE_CURSOR             0     -------- 440
0xfffff900c0603850            0x10056 TYPE_WINDOW             0       2672   2672
0xfffff900c019f8d0            0x20057 TYPE_CURSOR             0     -------- 440
0xfffff900c0603c60            0x10058 TYPE_WINDOW             0       2672   2672
0xfffff900c01ccbf0            0x20059 TYPE_CURSOR             0     -------- 440
0xfffff900c0603eb0            0x1005a TYPE_WINDOW             0       2672   2672
0xfffff900c01cbbf0            0x2005b TYPE_CURSOR             0     -------- 440
0xfffff900c06041a0            0x2005c TYPE_WINDOW             0       2672   2672
0xfffff900c01b9410            0x2005d TYPE_CURSOR             0     -------- 440
0xfffff900c06043e0            0x1005e TYPE_WINDOW             0       2672   2672
0xfffff900c0168590            0x2005f TYPE_CURSOR             0     -------- 440
0xfffff900c0604660            0x10060 TYPE_WINDOW             0       2672   2672
0xfffff900c013c170            0x20061 TYPE_CURSOR             0     -------- 440
0xfffff900c0604800            0x10062 TYPE_WINDOW             0       2672   2672
0xfffff900c014b350            0x20063 TYPE_CURSOR             0     -------- 440
0xfffff900c0604ad0            0x10064 TYPE_WINDOW             0       2672   2672
0xfffff900c01505e0            0xa0065 TYPE_CURSOR             0     -------- 440
0xfffff900c0604c60            0x10066 TYPE_WINDOW             0       2672   2672
0xfffff900c1b7c350            0xb0067 TYPE_WINEVENTHOOK       0       2672   2672
0xfffff900c0604f60            0x10068 TYPE_WINDOW             0       2672   2672
0xfffff900c062aa30           0x110069 TYPE_INPUTCONTEXT       0       2672   2672
0xfffff900c0605400            0x1006a TYPE_WINDOW             0       2672   2672
0xfffff900c01a5630            0x2006b TYPE_CURSOR             0     -------- 2672
0xfffff900c0605540            0x1006c TYPE_WINDOW             0       2672   2672
0xfffff900c06049a0            0x4006d TYPE_INPUTCONTEXT       0       2672   2672
0xfffff900c06056a0            0x1006e TYPE_WINDOW             0       2672   2672
0xfffff900c0604390            0x4006f TYPE_INPUTCONTEXT       0       2672   2672
0xfffff900c06058e0            0x10070 TYPE_WINDOW             0       2672   2672
0xfffff900c0605b90            0x10072 TYPE_WINDOW             0       2672   2672
0xfffff900c0604080            0xa0073 TYPE_INPUTCONTEXT       0       2164   2164
0xfffff900c0605dc0            0x10074 TYPE_WINDOW             0       2672   2672
0xfffff900c00bc280            0x20075 TYPE_DDEACCESS          0       2672   2672
0xfffff900c0605ff0            0x10076 TYPE_WINDOW             0       2672   2672
0xfffff900c0603410            0x30077 TYPE_INPUTCONTEXT       0       2672   2672
0xfffff900c06061b0            0x10078 TYPE_WINDOW             0       2672   2672
0xfffff900c065d550           0x460079 TYPE_CALLPROC           0     -------- 4332
0xfffff900c06063d0            0x1007a TYPE_WINDOW             0       2672   2672
