#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: Magnet Virtual Summit 2020 CTF - Memory
# Investigation Date: 2022-01-17-2008:58
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.114
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-16-1019:29	 Last Accessed: 2022-01-17-1948:58	 Last Modified: 2021-02-28-2253:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\memdump.mem
# File Name: memdump.mem	 File Size: 5.37 GBs	 Creation Date: 2022-01-17-2008:08	 Last Accessed: 2022-01-17-2008:13	 Last Modified: 2021-10-14-2125:48	 
# MD5: 224f93209cbea29e862890f30dfa762d	 SHA-256: 18e9007993c45f813dd5bd23b6bf6ad703d3e6ac70effd9c47a310a8443c7b8a	 
#
# Plugin Details
# ======================
# Plugin Name: ldrmodules
# Plugin Description: Detect unlinked DLLs
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\memdump.mem" ldrmodules --profile=Win7SP1x64
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
Pid      Process              Base               InLoad InInit InMem MappedPath
     472 services.exe         0x000007fefc9e0000 True   True   True  \Windows\System32\winsta.dll
     472 services.exe         0x000007fefa500000 True   True   True  \Windows\System32\wtsapi32.dll
     472 services.exe         0x000007feff120000 True   True   True  \Windows\System32\advapi32.dll
     472 services.exe         0x000007fefcb30000 True   True   True  \Windows\System32\RpcRtRemote.dll
     472 services.exe         0x000007fefcd80000 True   True   True  \Windows\System32\KernelBase.dll
     472 services.exe         0x00000000ff940000 True   False  True  \Windows\System32\services.exe
     472 services.exe         0x000007fefd5e0000 True   True   True  \Windows\System32\lpk.dll
     472 services.exe         0x000007fefb290000 True   True   True  \Windows\System32\WSHTCPIP.DLL
     472 services.exe         0x000007fefe1e0000 True   True   True  \Windows\System32\usp10.dll
     472 services.exe         0x000007fefc010000 True   True   True  \Windows\System32\wship6.dll
     472 services.exe         0x000007fefc8e0000 True   True   True  \Windows\System32\srvcli.dll
     472 services.exe         0x000007fefca20000 True   True   True  \Windows\System32\cryptbase.dll
     472 services.exe         0x000007fefbca0000 True   True   True  \Windows\System32\credssp.dll
     472 services.exe         0x000007feff0d0000 True   True   True  \Windows\System32\ws2_32.dll
     472 services.exe         0x000007feff060000 True   True   True  \Windows\System32\gdi32.dll
     472 services.exe         0x000007fefd7c0000 True   True   True  \Windows\System32\nsi.dll
     472 services.exe         0x000007fefc910000 True   True   True  \Windows\System32\scesrv.dll
     472 services.exe         0x000007fefd720000 True   True   True  \Windows\System32\msvcrt.dll
     472 services.exe         0x000007fefc980000 True   True   True  \Windows\System32\secur32.dll
     472 services.exe         0x000007fefc990000 True   True   True  \Windows\System32\scext.dll
     472 services.exe         0x000007fefcfa0000 True   True   True  \Windows\System32\imm32.dll
     472 services.exe         0x000007fefd3c0000 True   True   True  \Windows\System32\sechost.dll
     472 services.exe         0x000007fefcad0000 True   True   True  \Windows\System32\apphelp.dll
     472 services.exe         0x000007fefd5f0000 True   True   True  \Windows\System32\rpcrt4.dll
     472 services.exe         0x000007fefcbf0000 True   True   True  \Windows\System32\profapi.dll
     472 services.exe         0x000007fefc020000 True   True   True  \Windows\System32\mswsock.dll
     472 services.exe         0x000007fefc2a0000 True   True   True  \Windows\System32\authz.dll
     472 services.exe         0x000007fefda50000 True   True   True  \Windows\System32\msctf.dll
     472 services.exe         0x000007fefbc60000 True   True   True  \Windows\System32\ubpm.dll
     472 services.exe         0x000007fefc9b0000 True   True   True  \Windows\System32\sspicli.dll
     508 winlogon.exe         0x0000000000260000 False  False  False \Windows\System32\en-US\user32.dll.mui
     508 winlogon.exe         0x0000000076cf0000 True   True   True  \Windows\System32\user32.dll
     508 winlogon.exe         0x0000000076f10000 True   True   True  \Windows\System32\ntdll.dll
     508 winlogon.exe         0x000007fefd720000 True   True   True  \Windows\System32\msvcrt.dll
     508 winlogon.exe         0x000007fef9dc0000 True   True   True  \Windows\System32\slc.dll
     508 winlogon.exe         0x000007fefad00000 True   True   True  \Windows\System32\uxtheme.dll
     508 winlogon.exe         0x000007feff120000 True   True   True  \Windows\System32\advapi32.dll
     508 winlogon.exe         0x000007fefcb30000 True   True   True  \Windows\System32\RpcRtRemote.dll
     508 winlogon.exe         0x0000000076df0000 True   True   True  \Windows\System32\kernel32.dll
     508 winlogon.exe         0x000007fefbd80000 True   True   True  \Windows\System32\rsaenh.dll
     508 winlogon.exe         0x000007fefd5e0000 True   True   True  \Windows\System32\lpk.dll
     508 winlogon.exe         0x000007fefc1e0000 True   True   True  \Windows\System32\netjoin.dll
     508 winlogon.exe         0x000007fefcbf0000 True   True   True  \Windows\System32\profapi.dll
     508 winlogon.exe         0x000007fefcd80000 True   True   True  \Windows\System32\KernelBase.dll
     508 winlogon.exe         0x000007fefca20000 True   True   True  \Windows\System32\cryptbase.dll
     508 winlogon.exe         0x000007fefbc50000 True   True   True  \Windows\System32\netutils.dll
     508 winlogon.exe         0x000007fef7d10000 True   True   True  \Windows\System32\mpr.dll
     508 winlogon.exe         0x000007fefa720000 True   True   True  \Windows\System32\WindowsCodecs.dll
     508 winlogon.exe         0x000007fefe1e0000 True   True   True  \Windows\System32\usp10.dll
     508 winlogon.exe         0x000007fefc9e0000 True   True   True  \Windows\System32\winsta.dll
     508 winlogon.exe         0x000007fefd3e0000 True   True   True  \Windows\System32\ole32.dll
     508 winlogon.exe         0x00000000ffef0000 True   False  True  \Windows\System32\winlogon.exe
     508 winlogon.exe         0x000007fefcfa0000 True   True   True  \Windows\System32\imm32.dll
     508 winlogon.exe         0x000007fefd3c0000 True   True   True  \Windows\System32\sechost.dll
     508 winlogon.exe         0x000007fef97e0000 True   True   True  \Windows\System32\UXInit.dll
     508 winlogon.exe         0x000007fefcad0000 True   True   True  \Windows\System32\apphelp.dll
     508 winlogon.exe         0x000007fefd5f0000 True   True   True  \Windows\System32\rpcrt4.dll
     508 winlogon.exe         0x000007fefc2f0000 True   True   True  \Windows\System32\wkscli.dll
     508 winlogon.exe         0x000007fefc2a0000 True   True   True  \Windows\System32\authz.dll
     508 winlogon.exe         0x000007fefda50000 True   True   True  \Windows\System32\msctf.dll
     508 winlogon.exe         0x000007feff060000 True   True   True  \Windows\System32\gdi32.dll
     508 winlogon.exe         0x000007fefc080000 True   True   True  \Windows\System32\cryptsp.dll
     508 winlogon.exe         0x000007fefc9b0000 True   True   True  \Windows\System32\sspicli.dll
     536 lsass.exe            0x0000000076cf0000 True   True   True  \Windows\System32\user32.dll
     536 lsass.exe            0x0000000074960000 True   True   True  \Windows\System32\msprivs.dll
     536 lsass.exe            0x000007fefc2a0000 True   True   True  \Windows\System32\authz.dll
     536 lsass.exe            0x00000000ffc40000 True   False  True  \Windows\System32\lsass.exe
     536 lsass.exe            0x000007fefd5f0000 True   True   True  \Windows\System32\rpcrt4.dll
     536 lsass.exe            0x000007fefbcb0000 True   True   True  \Windows\System32\scecli.dll
     536 lsass.exe            0x000007fefc2f0000 True   True   True  \Windows\System32\wkscli.dll
     536 lsass.exe            0x000007feff120000 True   True   True  \Windows\System32\advapi32.dll
     536 lsass.exe            0x000007fefcb30000 True   True   True  \Windows\System32\RpcRtRemote.dll
     536 lsass.exe            0x000007fefd5e0000 True   True   True  \Windows\System32\lpk.dll
     536 lsass.exe            0x000007fefbd60000 True   True   True  \Windows\System32\TSpkg.dll
     536 lsass.exe            0x0000000076df0000 True   True   True  \Windows\System32\kernel32.dll
     536 lsass.exe            0x000007fefbd80000 True   True   True  \Windows\System32\rsaenh.dll
     536 lsass.exe            0x000007fef9790000 True   True   True  \Windows\System32\IPHLPAPI.DLL
     536 lsass.exe            0x000007fefbfb0000 True   True   True  \Windows\System32\msv1_0.dll
     536 lsass.exe            0x000007fefc1e0000 True   True   True  \Windows\System32\netjoin.dll
     536 lsass.exe            0x000007fefb290000 True   True   True  \Windows\System32\WSHTCPIP.DLL
     536 lsass.exe            0x000007fefcbf0000 True   True   True  \Windows\System32\profapi.dll
     536 lsass.exe            0x000007fefc080000 True   True   True  \Windows\System32\cryptsp.dll
     536 lsass.exe            0x000007fefc010000 True   True   True  \Windows\System32\wship6.dll
     536 lsass.exe            0x000007fefb6c0000 True   True   True  \Windows\System32\gpapi.dll
     536 lsass.exe            0x000007fefc220000 True   True   True  \Windows\System32\bcrypt.dll
     536 lsass.exe            0x000007fefbc50000 True   True   True  \Windows\System32\netutils.dll
     536 lsass.exe            0x000007fefc160000 True   True   True  \Windows\System32\negoexts.dll
     536 lsass.exe            0x000007fefca20000 True   True   True  \Windows\System32\cryptbase.dll
     536 lsass.exe            0x000007fefbca0000 True   True   True  \Windows\System32\credssp.dll
     536 lsass.exe            0x000007fefbea0000 True   True   True  \Windows\System32\dnsapi.dll
     536 lsass.exe            0x000007fefc0a0000 True   True   True  \Windows\System32\kerberos.dll
     536 lsass.exe            0x000007fefcd80000 True   True   True  \Windows\System32\KernelBase.dll
     536 lsass.exe            0x000007feff0d0000 True   True   True  \Windows\System32\ws2_32.dll
     536 lsass.exe            0x000007fefbf00000 True   True   True  \Windows\System32\netlogon.dll
     536 lsass.exe            0x000007fefbd10000 True   True   True  \Windows\System32\pku2u.dll
     536 lsass.exe            0x000007fefc320000 True   True   True  \Windows\System32\wevtapi.dll
     536 lsass.exe            0x000007fefe1e0000 True   True   True  \Windows\System32\usp10.dll
     536 lsass.exe            0x000007fefcbe0000 True   True   True  \Windows\System32\msasn1.dll
     536 lsass.exe            0x000007fefc980000 True   True   True  \Windows\System32\secur32.dll
     536 lsass.exe            0x000007fefcf60000 True   True   True  \Windows\System32\userenv.dll
     536 lsass.exe            0x000007fefc9e0000 True   True   True  \Windows\System32\winsta.dll
     536 lsass.exe            0x000007fefc390000 True   True   True  \Windows\System32\cryptdll.dll
     536 lsass.exe            0x000007fefcdf0000 True   True   True  \Windows\System32\crypt32.dll
     536 lsass.exe            0x000007fef9780000 True   True   True  \Windows\System32\winnsi.dll
     536 lsass.exe            0x000007fefc190000 True   True   True  \Windows\System32\bcryptprimitives.dll
     536 lsass.exe            0x0000000076f10000 True   True   True  \Windows\System32\ntdll.dll
     536 lsass.exe            0x000007fefcfa0000 True   True   True  \Windows\System32\imm32.dll
     536 lsass.exe            0x000007fefc2d0000 True   True   True  \Windows\System32\cngaudit.dll
     536 lsass.exe            0x000007fefc9b0000 True   True   True  \Windows\System32\sspicli.dll
     536 lsass.exe            0x000007fefd3c0000 True   True   True  \Windows\System32\sechost.dll
     536 lsass.exe            0x000007fefbdd0000 True   True   True  \Windows\System32\wdigest.dll
     536 lsass.exe            0x000007fefd720000 True   True   True  \Windows\System32\msvcrt.dll
     536 lsass.exe            0x000007fefc5f0000 True   True   True  \Windows\System32\sspisrv.dll
     536 lsass.exe            0x000007fefda50000 True   True   True  \Windows\System32\msctf.dll
     536 lsass.exe            0x000007fefc3b0000 True   True   True  \Windows\System32\samsrv.dll
     536 lsass.exe            0x000007fefbcf0000 True   True   True  \Windows\System32\efslsaext.dll
     536 lsass.exe            0x000007fefc020000 True   True   True  \Windows\System32\mswsock.dll
     536 lsass.exe            0x000007fefbe10000 True   True   True  \Windows\System32\schannel.dll
     536 lsass.exe            0x000007fefc250000 True   True   True  \Windows\System32\ncrypt.dll
     536 lsass.exe            0x000007feff060000 True   True   True  \Windows\System32\gdi32.dll
     536 lsass.exe            0x000007fefbe70000 True   True   True  \Windows\System32\logoncli.dll
     536 lsass.exe            0x000007fefd7c0000 True   True   True  \Windows\System32\nsi.dll
     536 lsass.exe            0x000007fefc480000 True   True   True  \Windows\System32\lsasrv.dll
     536 lsass.exe            0x000007fef4b90000 True   True   True  \Windows\System32\dssenh.dll
     544 lsm.exe              0x0000000076f10000 True   True   True  \Windows\System32\ntdll.dll
     544 lsm.exe              0x0000000076cf0000 True   True   True  \Windows\System32\user32.dll
     544 lsm.exe              0x0000000076df0000 True   True   True  \Windows\System32\kernel32.dll
     544 lsm.exe              0x000007fefd720000 True   True   True  \Windows\System32\msvcrt.dll
     544 lsm.exe              0x000007fefe100000 True   True   True  \Windows\System32\oleaut32.dll
     544 lsm.exe              0x000007feff120000 True   True   True  \Windows\System32\advapi32.dll
     544 lsm.exe              0x000007fefcb30000 True   True   True  \Windows\System32\RpcRtRemote.dll
     544 lsm.exe              0x000007fefb350000 True   True   True  \Windows\System32\ntmarta.dll
     544 lsm.exe              0x000007fefbd80000 True   True   True  \Windows\System32\rsaenh.dll
     544 lsm.exe              0x00000000ffb00000 True   False  True  \Windows\System32\lsm.exe
     544 lsm.exe              0x000007fefd7d0000 True   True   True  \Windows\System32\clbcatq.dll
     544 lsm.exe              0x000007fefe1e0000 True   True   True  \Windows\System32\usp10.dll
     544 lsm.exe              0x000007fefc2e0000 True   True   True  \Windows\System32\wmsgapi.dll
     544 lsm.exe              0x000007fefca20000 True   True   True  \Windows\System32\cryptbase.dll
     544 lsm.exe              0x000007fefb680000 True   True   True  \Windows\System32\pcwum.dll
     544 lsm.exe              0x000007fefbca0000 True   True   True  \Windows\System32\credssp.dll
     544 lsm.exe              0x000007fef70f0000 True   True   True  \Windows\System32\lsmproxy.dll
     544 lsm.exe              0x000007fefc980000 True   True   True  \Windows\System32\secur32.dll
     544 lsm.exe              0x000007fefdb60000 True   True   True  \Windows\System32\Wldap32.dll
     544 lsm.exe              0x000007fefcd80000 True   True   True  \Windows\System32\KernelBase.dll
     544 lsm.exe              0x000007fefcfa0000 True   True   True  \Windows\System32\imm32.dll
     544 lsm.exe              0x000007fefd3c0000 True   True   True  \Windows\System32\sechost.dll
     544 lsm.exe              0x000007fefd3e0000 True   True   True  \Windows\System32\ole32.dll
     544 lsm.exe              0x000007fefd5f0000 True   True   True  \Windows\System32\rpcrt4.dll
     544 lsm.exe              0x000007fefc310000 True   True   True  \Windows\System32\sysntfy.dll
     544 lsm.exe              0x000007fefd5e0000 True   True   True  \Windows\System32\lpk.dll
     544 lsm.exe              0x000007fefda50000 True   True   True  \Windows\System32\msctf.dll
     544 lsm.exe              0x000007feff060000 True   True   True  \Windows\System32\gdi32.dll
     544 lsm.exe              0x000007fefc080000 True   True   True  \Windows\System32\cryptsp.dll
     544 lsm.exe              0x000007fefc9b0000 True   True   True  \Windows\System32\sspicli.dll
     660 svchost.exe          0x0000000076cf0000 True   True   True  \Windows\System32\user32.dll
     660 svchost.exe          0x0000000076f10000 True   True   True  \Windows\System32\ntdll.dll
     660 svchost.exe          0x0000000076df0000 True   True   True  \Windows\System32\kernel32.dll
     660 svchost.exe          0x000007fefb2c0000 True   True   True  \Windows\System32\rpcss.dll
     660 svchost.exe          0x000007fefcce0000 True   True   True  \Windows\System32\cfgmgr32.dll
     660 svchost.exe          0x000007fef7fc0000 True   True   True  \Windows\System32\wbemcomn.dll
     660 svchost.exe          0x000007fefe100000 True   True   True  \Windows\System32\oleaut32.dll
     660 svchost.exe          0x000007fefcd20000 True   True   True  \Windows\System32\wintrust.dll
     660 svchost.exe          0x000007fefcb30000 True   True   True  \Windows\System32\RpcRtRemote.dll
     660 svchost.exe          0x000007fefdb60000 True   True   True  \Windows\System32\Wldap32.dll
     660 svchost.exe          0x000007fef7f50000 True   True   True  \Windows\System32\wbem\WmiDcPrv.dll
     660 svchost.exe          0x000007fefcd60000 True   True   True  \Windows\System32\devobj.dll
     660 svchost.exe          0x000007fef7d80000 True   True   True  \Windows\System32\wbem\wbemprox.dll
     660 svchost.exe          0x000007fefd5e0000 True   True   True  \Windows\System32\lpk.dll
     660 svchost.exe          0x000007fefd5f0000 True   True   True  \Windows\System32\rpcrt4.dll
     660 svchost.exe          0x000007fef73d0000 True   True   True  \Windows\System32\wbem\wmiutils.dll
     660 svchost.exe          0x000007fefc9e0000 True   True   True  \Windows\System32\winsta.dll
     660 svchost.exe          0x000007fefcbf0000 True   True   True  \Windows\System32\profapi.dll
     660 svchost.exe          0x000007fefb690000 True   True   True  \Windows\System32\umpo.dll
     660 svchost.exe          0x000007fefb720000 True   True   True  \Windows\System32\umpnpmgr.dll
     660 svchost.exe          0x000007fefca20000 True   True   True  \Windows\System32\cryptbase.dll
     660 svchost.exe          0x000007fef7e60000 True   True   True  \Windows\System32\wbem\fastprox.dll
     660 svchost.exe          0x000007fefd870000 True   True   True  \Windows\System32\setupapi.dll
     660 svchost.exe          0x000007fefbca0000 True   True   True  \Windows\System32\credssp.dll
     660 svchost.exe          0x000007feff120000 True   True   True  \Windows\System32\advapi32.dll
     660 svchost.exe          0x000007fefb6c0000 True   True   True  \Windows\System32\gpapi.dll
     660 svchost.exe          0x000007feff0d0000 True   True   True  \Windows\System32\ws2_32.dll
     660 svchost.exe          0x000007fefb6e0000 True   True   True  \Windows\System32\devrtl.dll
     660 svchost.exe          0x000007fefbd80000 True   True   True  \Windows\System32\rsaenh.dll
     660 svchost.exe          0x000007fefb700000 True   True   True  \Windows\System32\SPInf.dll
     660 svchost.exe          0x000007fefd720000 True   True   True  \Windows\System32\msvcrt.dll
     660 svchost.exe          0x000007fefe1e0000 True   True   True  \Windows\System32\usp10.dll
     660 svchost.exe          0x000007fefcf60000 True   True   True  \Windows\System32\userenv.dll
     660 svchost.exe          0x000007fefcd80000 True   True   True  \Windows\System32\KernelBase.dll
     660 svchost.exe          0x000007fefd3e0000 True   True   True  \Windows\System32\ole32.dll
     660 svchost.exe          0x00000000ff490000 True   False  True  \Windows\System32\svchost.exe
     660 svchost.exe          0x000007fefcfa0000 True   True   True  \Windows\System32\imm32.dll
     660 svchost.exe          0x000007fefc9b0000 True   True   True  \Windows\System32\sspicli.dll
     660 svchost.exe          0x000007fefd3c0000 True   True   True  \Windows\System32\sechost.dll
     660 svchost.exe          0x000007fefcbe0000 True   True   True  \Windows\System32\msasn1.dll
     660 svchost.exe          0x000007fefcad0000 True   True   True  \Windows\System32\apphelp.dll
     660 svchost.exe          0x000007fefcdf0000 True   True   True  \Windows\System32\crypt32.dll
     660 svchost.exe          0x000007fef7400000 True   True   True  \Windows\System32\wbem\wbemsvc.dll
     660 svchost.exe          0x000007fefd7d0000 True   True   True  \Windows\System32\clbcatq.dll
     660 svchost.exe          0x000007fefb350000 True   True   True  \Windows\System32\ntmarta.dll
     660 svchost.exe          0x000007fef7e30000 True   True   True  \Windows\System32\ntdsapi.dll
     660 svchost.exe          0x000007fefb680000 True   True   True  \Windows\System32\pcwum.dll
     660 svchost.exe          0x000007fefda50000 True   True   True  \Windows\System32\msctf.dll
     660 svchost.exe          0x000007feff060000 True   True   True  \Windows\System32\gdi32.dll
     660 svchost.exe          0x000007fefd7c0000 True   True   True  \Windows\System32\nsi.dll
     660 svchost.exe          0x000007fefc080000 True   True   True  \Windows\System32\cryptsp.dll
     660 svchost.exe          0x000007fefa500000 True   True   True  \Windows\System32\wtsapi32.dll
     728 vmacthlp.exe         0x0000000076cf0000 True   True   True  \Windows\System32\user32.dll
     728 vmacthlp.exe         0x0000000076f10000 True   True   True  \Windows\System32\ntdll.dll
     728 vmacthlp.exe         0x000007fefe2d0000 True   True   True  \Windows\System32\shell32.dll
     728 vmacthlp.exe         0x0000000076df0000 True   True   True  \Windows\System32\kernel32.dll
     728 vmacthlp.exe         0x000000013f930000 True   False  True  \Program Files\VMware\VMware Tools\vmacthlp.exe
     728 vmacthlp.exe         0x000007fefb4c0000 True   True   True  \Windows\System32\api-ms-win-crt-utility-l1-1-0.dll
