#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: Magnet Virtual Summit 2020 CTF - Memory
# Investigation Date: 2022-01-17-2008:58
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.114
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-16-1019:29	 Last Accessed: 2022-01-17-1948:58	 Last Modified: 2021-02-28-2253:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\memdump.mem
# File Name: memdump.mem	 File Size: 5.37 GBs	 Creation Date: 2022-01-17-2008:08	 Last Accessed: 2022-01-17-2008:13	 Last Modified: 2021-10-14-2125:48	 
# 
#
# Plugin Details
# ======================
# Plugin Name: impscan
# Plugin Description: Scan for calls to imported functions
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\memdump.mem" --profile=Win7SP1x64 impscan -v -p 2208
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
IAT                Call               Module               Function
0x0000000145b9c200 0x000007feff099b54 GDI32.dll            ChoosePixelFormat
0x0000000145b9c208 0x000007feff071ee8 GDI32.dll            CloseEnhMetaFile
0x0000000145b9c210 0x000007feff0996d0 GDI32.dll            CloseFigure
0x0000000145b9c218 0x000007feff064c94 GDI32.dll            CombineRgn
0x0000000145b9c220 0x000007feff061f40 GDI32.dll            CreateBitmap
0x0000000145b9c228 0x000007feff062d50 GDI32.dll            CreateCompatibleBitmap
0x0000000145b9c230 0x000007feff061c60 GDI32.dll            CreateCompatibleDC
0x0000000145b9c238 0x000007feff0681b4 GDI32.dll            CreateDCW
0x0000000145b9c240 0x000007feff0640f4 GDI32.dll            CreateDIBSection
0x0000000145b9c248 0x000007feff0651b4 GDI32.dll            CreateDIBitmap
0x0000000145b9c250 0x000007feff071b7c GDI32.dll            CreateEnhMetaFileW
0x0000000145b9c258 0x000007feff069a1c GDI32.dll            CreateFontA
0x0000000145b9c260 0x000007feff068f94 GDI32.dll            CreateFontIndirectA
0x0000000145b9c268 0x000007feff065a64 GDI32.dll            CreateFontIndirectW
0x0000000145b9c270 0x000007feff067654 GDI32.dll            CreateFontW
0x0000000145b9c278 0x000007feff06b744 GDI32.dll            CreatePen
0x0000000145b9c280 0x000007feff0625e0 GDI32.dll            CreateRectRgn
0x0000000145b9c288 0x000007feff066450 GDI32.dll            CreateRectRgnIndirect
0x0000000145b9c290 0x000007feff061fa0 GDI32.dll            CreateSolidBrush
0x0000000145b9c298 0x000007feff0622f0 GDI32.dll            DeleteDC
0x0000000145b9c2a0 0x000007feff06fc48 GDI32.dll            DeleteEnhMetaFile
0x0000000145b9c2a8 0x000007feff0610a0 GDI32.dll            DeleteObject
0x0000000145b9c2b0 0x000007feff098408 GDI32.dll            EndDoc
0x0000000145b9c2b8 0x000007feff098248 GDI32.dll            EndPage
0x0000000145b9c2c0 0x000007feff09973c GDI32.dll            EndPath
0x0000000145b9c2c8 0x000007feff06fc90 GDI32.dll            EnumEnhMetaFile
0x0000000145b9c2d0 0x000007feff089238 GDI32.dll            EnumFontFamiliesExA
0x0000000145b9c2d8 0x000007feff0685c4 GDI32.dll            EnumFontFamiliesExW
0x0000000145b9c2e0 0x000007feff06b6e8 GDI32.dll            EqualRgn
0x0000000145b9c2e8 0x000007feff06c610 GDI32.dll            ExtCreatePen
0x0000000145b9c2f0 0x000007feff0740cc GDI32.dll            ExtEscape
0x0000000145b9c2f8 0x000007feff063ca0 GDI32.dll            ExtTextOutW
0x0000000145b9c300 0x000007feff09996c GDI32.dll            FillPath
0x0000000145b9c308 0x000007feff063e40 GDI32.dll            GdiAlphaBlend
0x0000000145b9c310 0x000007feff072b3c GDI32.dll            GdiComment
0x0000000145b9c318 0x000007feff0611a4 GDI32.dll            GdiFlush
0x0000000145b9c320 0x000007feff075120 GDI32.dll            GetCharABCWidthsW
0x0000000145b9c328 0x000007feff074e00 GDI32.dll            GetCharWidthW
0x0000000145b9c330 0x000007feff063af4 GDI32.dll            GetClipBox
0x0000000145b9c338 0x000007feff063120 GDI32.dll            GetClipRgn
0x0000000145b9c340 0x000007feff0642f0 GDI32.dll            GetCurrentObject
0x0000000145b9c348 0x000007feff064f90 GDI32.dll            GetDIBits
0x0000000145b9c350 0x000007feff0627ac GDI32.dll            GetDeviceCaps
0x0000000145b9c358 0x000007feff06fd84 GDI32.dll            GetEnhMetaFileBits
0x0000000145b9c360 0x000007feff06ff38 GDI32.dll            GetEnhMetaFileHeader
0x0000000145b9c368 0x000007feff0657f8 GDI32.dll            GetFontData
0x0000000145b9c370 0x000007feff075170 GDI32.dll            GetFontUnicodeRanges
0x0000000145b9c378 0x000007feff065f20 GDI32.dll            GetGlyphIndicesW
0x0000000145b9c380 0x000007feff0860c4 GDI32.dll            GetGlyphOutlineW
0x0000000145b9c388 0x000007feff08b298 GDI32.dll            GetICMProfileW
0x0000000145b9c390 0x000007feff062fd0 GDI32.dll            GetObjectType
0x0000000145b9c398 0x000007feff062950 GDI32.dll            GetObjectW
0x0000000145b9c3a0 0x000007feff0656e0 GDI32.dll            GetOutlineTextMetricsW
0x0000000145b9c3a8 0x000007feff061314 GDI32.dll            GetRegionData
0x0000000145b9c3b0 0x000007feff061670 GDI32.dll            GetRgnBox
0x0000000145b9c3b8 0x000007feff06103c GDI32.dll            GetStockObject
0x0000000145b9c3c0 0x000007feff065f64 GDI32.dll            GetTextExtentPoint32W
0x0000000145b9c3c8 0x000007feff085730 GDI32.dll            GetTextExtentPointI
0x0000000145b9c3d0 0x000007feff08593c GDI32.dll            GetTextFaceA
0x0000000145b9c3d8 0x000007feff065f00 GDI32.dll            GetTextFaceW
0x0000000145b9c3e0 0x000007feff063440 GDI32.dll            GetTextMetricsW
0x0000000145b9c3e8 0x000007feff067b30 GDI32.dll            GetWorldTransform
0x0000000145b9c3f0 0x000007feff063090 GDI32.dll            IntersectClipRect
0x0000000145b9c3f8 0x000007feff06bc24 GDI32.dll            LineTo
0x0000000145b9c400 0x000007feff06796c GDI32.dll            ModifyWorldTransform
0x0000000145b9c408 0x000007feff064810 GDI32.dll            MoveToEx
0x0000000145b9c410 0x000007feff0a1b8c GDI32.dll            PlayEnhMetaFile
0x0000000145b9c418 0x000007feff06fcf4 GDI32.dll            PlayEnhMetaFileRecord
0x0000000145b9c420 0x000007feff09a1b0 GDI32.dll            PolyBezierTo
0x0000000145b9c428 0x000007feff08990c GDI32.dll            RemoveFontMemResourceEx
0x0000000145b9c430 0x000007feff066cd4 GDI32.dll            RestoreDC
0x0000000145b9c438 0x000007feff066c08 GDI32.dll            SaveDC
0x0000000145b9c440 0x000007feff099630 GDI32.dll            SelectClipPath
0x0000000145b9c448 0x000007feff062f60 GDI32.dll            SelectClipRgn
0x0000000145b9c450 0x000007feff0619b0 GDI32.dll            SelectObject
0x0000000145b9c458 0x000007feff099084 GDI32.dll            SetAbortProc
0x0000000145b9c460 0x000007feff08500c GDI32.dll            SetArcDirection
0x0000000145b9c468 0x000007feff061ce8 GDI32.dll            SetBkColor
0x0000000145b9c470 0x000007feff061e90 GDI32.dll            SetBkMode
0x0000000145b9c478 0x000007feff067d58 GDI32.dll            SetBrushOrgEx
0x0000000145b9c480 0x000007feff068614 GDI32.dll            SetDCBrushColor
0x0000000145b9c488 0x000007feff09220c GDI32.dll            SetDCPenColor
0x0000000145b9c490 0x000007feff066e30 GDI32.dll            SetDIBits
0x0000000145b9c498 0x000007feff066fd4 GDI32.dll            SetDIBitsToDevice
0x0000000145b9c4a0 0x000007feff06fe34 GDI32.dll            SetEnhMetaFileBits
0x0000000145b9c4a8 0x000007feff067a38 GDI32.dll            SetGraphicsMode
0x0000000145b9c4b0 0x000007feff06c0d0 GDI32.dll            SetMapMode
0x0000000145b9c4b8 0x000007feff071824 GDI32.dll            SetMiterLimit
0x0000000145b9c4c0 0x000007feff099c60 GDI32.dll            SetPixelFormat
0x0000000145b9c4c8 0x000007feff06fb20 GDI32.dll            SetPolyFillMode
0x0000000145b9c4d0 0x000007feff06c2c0 GDI32.dll            SetROP2
0x0000000145b9c4d8 0x000007feff0677f8 GDI32.dll            SetRectRgn
0x0000000145b9c4e0 0x000007feff062af8 GDI32.dll            SetStretchBltMode
0x0000000145b9c4e8 0x000007feff064700 GDI32.dll            SetTextAlign
0x0000000145b9c4f0 0x000007feff061da4 GDI32.dll            SetTextColor
0x0000000145b9c4f8 0x000007feff067b14 GDI32.dll            SetWorldTransform
0x0000000145b9c500 0x000007feff09889c GDI32.dll            StartDocW
0x0000000145b9c508 0x000007feff098268 GDI32.dll            StartPage
0x0000000145b9c510 0x000007feff06ba94 GDI32.dll            StretchBlt
0x0000000145b9c518 0x000007feff065410 GDI32.dll            StretchDIBits
0x0000000145b9c520 0x000007feff099814 GDI32.dll            StrokeAndFillPath
0x0000000145b9c528 0x000007feff0998c0 GDI32.dll            StrokePath
0x0000000145b9c530 0x000007feff099db8 GDI32.dll            SwapBuffers
0x0000000145b9c538 0x000007feff099a18 GDI32.dll            WidenPath
0x0000000145b9c548 0x000007fef7121180 MSIMG32.dll          AlphaBlend
0x0000000145b9c558 0x000007fefe10a830 OLEAUT32.dll         LoadRegTypeLib
0x0000000145b9c560 0x000007fefe10e660 OLEAUT32.dll         LoadTypeLib
0x0000000145b9c568 0x000007fefe106ab0 OLEAUT32.dll         SafeArrayAccessData
0x0000000145b9c570 0x000007fefe150c50 OLEAUT32.dll         SafeArrayCreateVector
0x0000000145b9c578 0x000007fefe103f10 OLEAUT32.dll         SafeArrayDestroy
0x0000000145b9c580 0x000007fefe107100 OLEAUT32.dll         SafeArrayPutElement
0x0000000145b9c588 0x000007fefe106ae0 OLEAUT32.dll         SafeArrayUnaccessData
0x0000000145b9c590 0x000007fefe103280 OLEAUT32.dll         SysAllocString
0x0000000145b9c598 0x000007fefe101040 OLEAUT32.dll         SysAllocStringLen
0x0000000145b9c5a0 0x000007fefe101210 OLEAUT32.dll         SysFreeString
0x0000000145b9c5a8 0x000007fefe101020 OLEAUT32.dll         SysStringLen
0x0000000145b9c5b0 0x000007fefe18af60 OLEAUT32.dll         VarCmp
0x0000000145b9c5b8 0x000007fefe109030 OLEAUT32.dll         VarUI4FromStr
0x0000000145b9c5c0 0x000007fefe101180 OLEAUT32.dll         VariantClear
0x0000000145b9c5c8 0x000007fefe103850 OLEAUT32.dll         VariantCopy
0x0000000145b9c5d0 0x000007fefe101240 OLEAUT32.dll         VariantInit
0x0000000145b9c5e0 0x000007fefe2f1470 SHELL32.dll          CommandLineToArgvW
0x0000000145b9c5e8 0x000007fefe4f1e34 SHELL32.dll          DragQueryFileW
0x0000000145b9c5f0 0x000007fefe519df8 SHELL32.dll          GetCurrentProcessExplicitAppUserModelID
0x0000000145b9c5f8 0x000007fefe39eec0 SHELL32.dll          SHAddToRecentDocs
0x0000000145b9c600 0x000007fefe2e9558 SHELL32.dll          SHAppBarMessage
0x0000000145b9c608 0x000007fefe32bdb0 SHELL32.dll          SHChangeNotify
0x0000000145b9c610 0x000007fefe3286b0 SHELL32.dll          SHCreateItemFromParsingName
0x0000000145b9c618 0x000007fefe2f84d0 SHELL32.dll          SHGetDesktopFolder
0x0000000145b9c620 0x000007fefe4719d0 SHELL32.dll          SHGetFileInfoW
0x0000000145b9c628 0x000007fefe3539f0 SHELL32.dll          SHGetFolderPathW
0x0000000145b9c630 0x000007fefe374970 SHELL32.dll          SHGetKnownFolderPath
0x0000000145b9c638 0x000007fefe3714bc SHELL32.dll          SHGetPropertyStoreForWindow
0x0000000145b9c640 0x000007fefe2e9848 SHELL32.dll          175
0x0000000145b9c648 0x000007fefe52dd08 SHELL32.dll          SHOpenFolderAndSelectItems
0x0000000145b9c650 0x000007fefe3a80a0 SHELL32.dll          SetCurrentProcessExplicitAppUserModelID
0x0000000145b9c658 0x000007fefe2f4ecc SHELL32.dll          ShellExecuteExW
0x0000000145b9c660 0x000007fefe2e9794 SHELL32.dll          ShellExecuteW
0x0000000145b9c668 0x000007fefe383a5c SHELL32.dll          Shell_NotifyIconGetRect
0x0000000145b9c670 0x000007fefe2edbf0 SHELL32.dll          Shell_NotifyIconW
0x0000000145b9c680 0x0000000076d07cec USER32.dll           AdjustWindowRectEx
0x0000000145b9c688 0x0000000076cf7cf0 USER32.dll           AllowSetForegroundWindow
0x0000000145b9c690 0x0000000076cfccb4 USER32.dll           BeginDeferWindowPos
0x0000000145b9c698 0x0000000076d06e10 USER32.dll           BeginPaint
0x0000000145b9c6a0 0x0000000076d12c44 USER32.dll           BringWindowToTop
0x0000000145b9c6a8 0x0000000076cfba1c USER32.dll           CallNextHookEx
0x0000000145b9c6b0 0x0000000076d03af8 USER32.dll           CallWindowProcW
0x0000000145b9c6b8 0x0000000076d04630 USER32.dll           ChangeWindowMessageFilterEx
0x0000000145b9c6c0 0x0000000076d02ae0 USER32.dll           CharNextW
0x0000000145b9c6c8 0x0000000076d0b710 USER32.dll           CharUpperW
0x0000000145b9c6d0 0x0000000076d03254 USER32.dll           ClientToScreen
0x0000000145b9c6d8 0x0000000076d1ad60 USER32.dll           ClipCursor
0x0000000145b9c6e0 0x0000000076d15a30 USER32.dll           CloseClipboard
0x0000000145b9c6e8 0x0000000076cfd7d0 USER32.dll           CloseDesktop
0x0000000145b9c6f0 0x0000000076d33998 USER32.dll           CloseTouchInputHandle
0x0000000145b9c6f8 0x0000000076d18cf0 USER32.dll           CloseWindowStation
0x0000000145b9c700 0x0000000076cf83a8 USER32.dll           CopyIcon
0x0000000145b9c708 0x0000000076d17e60 USER32.dll           CreateCaret
0x0000000145b9c710 0x0000000076cf4138 USER32.dll           CreateDesktopW
0x0000000145b9c718 0x0000000076cfce40 USER32.dll           CreateIconIndirect
0x0000000145b9c720 0x0000000076d007b8 USER32.dll           CreateWindowExW
0x0000000145b9c728 0x0000000076cf14d0 USER32.dll           CreateWindowStationW
0x0000000145b9c730 0x0000000076d32a68 USER32.dll           DefRawInputProc
0x0000000145b9c738 0x0000000076f66938 ntdll.dll            NtdllDefWindowProc_W
0x0000000145b9c740 0x0000000076cfcce0 USER32.dll           DeferWindowPos
0x0000000145b9c748 0x0000000076d18218 USER32.dll           DestroyCaret
0x0000000145b9c750 0x0000000076cfce10 USER32.dll           DestroyIcon
0x0000000145b9c758 0x0000000076cfcb30 USER32.dll           DestroyWindow
0x0000000145b9c760 0x0000000076d09910 USER32.dll           DispatchMessageW
0x0000000145b9c768 0x0000000076d0cd04 USER32.dll           DisplayConfigGetDeviceInfo
0x0000000145b9c770 0x0000000076d05654 USER32.dll           DrawEdge
0x0000000145b9c778 0x0000000076d0ef04 USER32.dll           DrawFocusRect
0x0000000145b9c780 0x0000000076d6ff84 USER32.dll           DrawFrameControl
0x0000000145b9c788 0x0000000076d0509c USER32.dll           DrawIconEx
0x0000000145b9c790 0x0000000076d06c60 USER32.dll           DrawTextW
0x0000000145b9c798 0x0000000076d0e3c0 USER32.dll           EmptyClipboard
0x0000000145b9c7a0 0x0000000076d15850 USER32.dll           EnableMenuItem
0x0000000145b9c7a8 0x0000000076cfaa00 USER32.dll           EnableWindow
0x0000000145b9c7b0 0x0000000076cfccd8 USER32.dll           EndDeferWindowPos
0x0000000145b9c7b8 0x0000000076d06e00 USER32.dll           EndPaint
0x0000000145b9c7c0 0x0000000076d04c60 USER32.dll           EnumChildWindows
0x0000000145b9c7c8 0x0000000076cf6c20 USER32.dll           EnumDisplayDevicesW
0x0000000145b9c7d0 0x0000000076d05be0 USER32.dll           EnumDisplayMonitors
0x0000000145b9c7d8 0x0000000076d058f4 USER32.dll           EnumDisplaySettingsExW
0x0000000145b9c7e0 0x0000000076d05a14 USER32.dll           EnumDisplaySettingsW
0x0000000145b9c7e8 0x0000000076cfcd9c USER32.dll           EnumThreadWindows
0x0000000145b9c7f0 0x0000000076d05dd8 USER32.dll           EnumWindows
0x0000000145b9c7f8 0x0000000076d06e4c USER32.dll           FillRect
0x0000000145b9c800 0x0000000076d18cd8 USER32.dll           FindWindowExW
0x0000000145b9c808 0x0000000076cfd1c0 USER32.dll           FindWindowW
0x0000000145b9c810 0x0000000076d1ae50 USER32.dll           FlashWindowEx
0x0000000145b9c818 0x0000000076d0e6a8 USER32.dll           FrameRect
0x0000000145b9c820 0x0000000076d129d0 USER32.dll           GetActiveWindow
0x0000000145b9c828 0x0000000076d04f30 USER32.dll           GetAncestor
0x0000000145b9c830 0x0000000076cfc63c USER32.dll           GetAsyncKeyState
0x0000000145b9c838 0x0000000076cfbad0 USER32.dll           GetCapture
0x0000000145b9c840 0x0000000076d02b40 USER32.dll           GetCaretBlinkTime
0x0000000145b9c848 0x0000000076d014f4 USER32.dll           GetClassInfoExW
0x0000000145b9c850 0x0000000076d05230 USER32.dll           GetClassLongPtrW
0x0000000145b9c858 0x0000000076d04ea0 USER32.dll           GetClassNameW
0x0000000145b9c860 0x0000000076d06b80 USER32.dll           GetClientRect
0x0000000145b9c868 0x0000000076d0e854 USER32.dll           GetClipboardData
0x0000000145b9c870 0x0000000076d15af0 USER32.dll           GetClipboardSequenceNumber
0x0000000145b9c878 0x0000000076d1aea0 USER32.dll           GetCursorInfo
0x0000000145b9c880 0x0000000076cfc980 USER32.dll           GetCursorPos
0x0000000145b9c888 0x0000000076d06a90 USER32.dll           GetDC
0x0000000145b9c890 0x0000000076d00e00 USER32.dll           GetDesktopWindow
0x0000000145b9c898 0x0000000076cf646c USER32.dll           GetDisplayConfigBufferSizes
0x0000000145b9c8a0 0x0000000076cfd380 USER32.dll           GetDoubleClickTime
0x0000000145b9c8a8 0x0000000076d06534 USER32.dll           GetFocus
0x0000000145b9c8b0 0x0000000076d05a50 USER32.dll           GetForegroundWindow
0x0000000145b9c8b8 0x0000000076d1aee0 USER32.dll           GetGuiResources
0x0000000145b9c8c0 0x0000000076d04e60 USER32.dll           GetIconInfo
0x0000000145b9c8c8 0x0000000076d04f80 USER32.dll           GetKeyState
0x0000000145b9c8d0 0x0000000076d065d0 USER32.dll           GetKeyboardLayout
0x0000000145b9c8d8 0x0000000076cf7750 USER32.dll           GetKeyboardLayoutList
0x0000000145b9c8e0 0x0000000076d406f4 USER32.dll           GetKeyboardLayoutNameW
0x0000000145b9c8e8 0x0000000076d189c0 USER32.dll           GetKeyboardState
0x0000000145b9c8f0 0x0000000076d062c0 USER32.dll           GetLastInputInfo
0x0000000145b9c8f8 0x0000000076d1af50 USER32.dll           GetLayeredWindowAttributes
0x0000000145b9c900 0x0000000076cf8b38 USER32.dll           GetMenuItemInfoW
0x0000000145b9c908 0x0000000076cfd5cc USER32.dll           GetMessageExtraInfo
0x0000000145b9c910 0x0000000076d184a0 USER32.dll           GetMessagePos
0x0000000145b9c918 0x0000000076d156e4 USER32.dll           GetMessageTime
0x0000000145b9c920 0x0000000076d09e54 USER32.dll           GetMessageW
0x0000000145b9c928 0x0000000076d05ae0 USER32.dll           GetMonitorInfoW
0x0000000145b9c930 0x0000000076d089f0 USER32.dll           GetParent
0x0000000145b9c938 0x0000000076cff340 USER32.dll           GetProcessWindowStation
0x0000000145b9c940 0x0000000076d0888c USER32.dll           GetPropW
0x0000000145b9c948 0x0000000076cfb910 USER32.dll           GetQueueStatus
0x0000000145b9c950 0x0000000076d1afb0 USER32.dll           GetRawInputData
0x0000000145b9c958 0x0000000076d323ac USER32.dll           GetRawInputDeviceInfoW
0x0000000145b9c960 0x0000000076d1afd0 USER32.dll           GetRawInputDeviceList
0x0000000145b9c968 0x0000000076d077c0 USER32.dll           GetSysColor
0x0000000145b9c970 0x0000000076d00d98 USER32.dll           GetSysColorBrush
0x0000000145b9c978 0x0000000076d02580 USER32.dll           GetSystemMenu
0x0000000145b9c980 0x0000000076d094e0 USER32.dll           GetSystemMetrics
0x0000000145b9c988 0x0000000076d0a840 USER32.dll           GetThreadDesktop
0x0000000145b9c990 0x0000000076cff950 USER32.dll           GetUserObjectInformationW
0x0000000145b9c998 0x0000000076d04b6c USER32.dll           GetWindow
0x0000000145b9c9a0 0x0000000076d08900 USER32.dll           GetWindowDC
0x0000000145b9c9a8 0x0000000076d096a8 USER32.dll           GetWindowLongPtrW
0x0000000145b9c9b0 0x0000000076d07f20 USER32.dll           GetWindowLongW
0x0000000145b9c9b8 0x0000000076d18aa0 USER32.dll           GetWindowPlacement
0x0000000145b9c9c0 0x0000000076d06bc4 USER32.dll           GetWindowRect
0x0000000145b9c9c8 0x0000000076cfb2ec USER32.dll           GetWindowRgn
0x0000000145b9c9d0 0x0000000076cfc00c USER32.dll           GetWindowTextLengthW
0x0000000145b9c9d8 0x0000000076cfd728 USER32.dll           GetWindowTextW
0x0000000145b9c9e0 0x0000000076d00a30 USER32.dll           GetWindowThreadProcessId
0x0000000145b9c9e8 0x0000000076d08adc USER32.dll           InflateRect
